move,time,nodes,mean_depth
1,0.5313719804998982,59704,8.23929035049762
2,0.5473872309994476,63904,8.283049472830495
3,0.4880554779974773,59704,8.23929035049762
4,0.5228367799991247,63904,8.283049472830495
5,0.4623740765000548,55504,8.189239332096475
6,0.5292154614999163,63904,8.283049472830495
7,0.48743050699886226,59704,8.23929035049762
8,0.5245980075014813,63904,8.283049472830495
9,0.495002307001414,59704,8.23929035049762
