,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9613198653198652,0.03371180170258475,0.9593333333333333,0.03418251664878471,0.9593333333333333,0.034182516648784717,0.9592414369256475,0.03426058395596239
