,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9597842157842158,0.03273991492340581,0.9560000000000002,0.03492213560989011,0.9560000000000001,0.03492213560989013,0.9557470249547245,0.03530050610837189
