,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9647138047138045,0.033752357271404076,0.9626666666666669,0.0344093010681705,0.9626666666666669,0.0344093010681705,0.9625730994152045,0.03449553991796542
