,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9647138047138047,0.033752357271404076,0.9626666666666668,0.03440930106817049,0.9626666666666668,0.03440930106817049,0.9625730994152047,0.03449553991796542
