0,1,2,3
0.0025408618499600214,0.0024601149291701295,0.002462628570881084,0.1928389292571808
0.0028107205234974204,0.22747325567044396,0.0014444237727443193,0.0016081669284252144
0.0031566315956409047,0.2529959306278792,0.003357227988851175,0.0035742094696096767
0.002958584480095735,0.002791173284941625,0.28126410807858165,0.0040583905737424115
0.00466390434363017,0.00465637544835462,0.31261566585789113,0.00470801675667853
0.004974434520002859,0.005158976765443972,0.3474142399129507,0.005256445033948345
0.006097564709079063,0.38605618052397156,0.005926695439411669,0.005867860563018884
0.006652193838408063,0.006113928690807374,0.0060544215329659794,0.006049650461014244
0.0010776426210317668,0.0010799622559697316,0.0023112777147629385,0.001021188567433412
0.0013793317458982947,0.0023150414957402855,0.0023561795753280624,0.002346771247123277
0.0015066920491819025,0.0014724023889038447,0.0014787087477808587,0.0028961682370718974
0.00016498188294002315,0.0009052124336772264,0.0026081501704021057,0.0028907944035275663
0.004658415332776355,0.004759210611810333,0.004728018174848968,0.0047045794406943495
0.0051700861238633804,0.007331921013998339,0.005297517389576983,0.0049516112262293814
0.006276615108164714,0.4289769776763818,0.0072778539211520495,0.007232268913116512
0.008692704533121218,0.007821513754472615,0.00742722358335886,0.00795100441510373
0.0008847437350598974,0.0009038035063363839,0.0008714070742063307,0.002060742062704074
0.001036091137663832,0.0010540289264245777,0.002467805330322743,0.0010818060950886401
0.00367149798244233,0.00021977767662906877,0.0012336936444954229,0.0009528302128982653
0.0,0.0,0.0,0.0
0.002052027711591601,0.0020179699978538305,0.0049334447661675985,0.0027100806488981524
0.0023563612164077567,0.0023031724880389834,0.0027124014186160087,0.004250200938452348
0.008785628624344708,0.4766574140779445,0.00845726173236153,0.008495531405311877
0.009588758956311122,0.5296297375876153,0.010565357259447192,0.010665366283627027
0.0006995032515932651,0.0006585293836392885,0.002396539619480984,0.0013630841185076823
0.0006533448950075034,0.0006219041413870428,0.0021766281121274873,0.002606845168934647
0.0007532552747266102,0.0008026884587682009,0.0006404510387264528,0.004690040803912418
0.00038932167392084267,0.006404057003033053,0.0005024984881172221,0.0008924218610664963
0.005539784872079354,0.003401147490121576,0.0018374319077424125,0.0018132278490731787
0.0,0.0,0.0,0.0
0.012417904455866977,0.015273928505657387,0.4982825458600177,0.007874762119019373
0.6237927454921797,0.01817837058315953,0.016960246133335976,0.01820850983020751
0.0005911124606129679,0.0006190433455514364,0.0005442532606464171,0.0035348091432811698
0.00036503734026140723,0.0004918404117743794,0.00044164569565382795,0.00205701094117059
8.351292278639078e-05,0.0001527090735544387,0.0002321725954122733,0.00039657728223426814
0.0,0.0,0.0,0.0
0.0018131017842919004,0.001513157451335006,0.0053070671015060305,0.0015067694238866704
0.002235805985239922,0.006916157891453026,0.002912251890124567,0.0024317720858859225
0.007836814961084996,0.014484979163515458,0.006022830054897893,0.011660713442206214
0.8099999999949437,0.027800419505282066,0.032747674028588254,0.02451124544431427
0.00033577216880446766,0.00030689021639471094,0.00020637848602581745,0.00029949673385297655
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.885084319414243e-05,9.512549148565698e-05,6.999323105935297e-05,0.00010161893705855091
0.00034685373562966856,0.0006744159657872664,0.0020008036822350295,0.00063132361149479
0.001440107385110662,0.0008058828000304007,0.0010435575136393256,0.0036786679298445916
0.0,0.0,0.0,0.0
0.05983491928485517,0.046365978010527054,0.8999999999997388,0.049686430949842895
0.0003661322742578542,5.1246579787959346e-05,0.0002631970036578037,0.0002484317075600482
0.0,0.0,0.0,0.0
0.0003990443499577189,0.00045971617644480613,0.0002840864907616258,0.0
0.0,0.0,0.0,0.0006513016571205432
0.0,0.0,0.0,0.0
0.0005974108953201115,0.00048351317735845385,0.0005327260333833283,0.00052131913332159
0.0,0.0,0.0,0.0
0.9999999999999933,0.184430979896807,0.19915773770583883,0.15318022388501062
0.00034819519166611325,0.00035630130341617896,0.0003567606362391087,0.0003623982218402228
0.0002454660519515129,0.0004060485314012983,0.00015187956332360803,0.000296277473656989
0.0004513966974888007,5.196139944807194e-05,0.00036014280740435164,0.0004319852710983462
0.0,0.0,0.0,0.0
0.0,0.00033395539060734794,0.0,0.0
0.0004652980396926465,0.00017645480129042587,0.0008857581439368747,0.0
0.00048317828329581304,0.0,0.0,0.0
0.0,0.0,0.0,0.0
