0.6,0.5,6.16078875601521,-3.50302766737057,0.05,200,4.930219816606603
0.6,0.5,0.994958637652335,6.74382829583226e-42,0.001,200,4.4359651180742855e-42
0.6,0.5,0.994633604921626,0.0154913739099588,0.0001,200,0.0006390765041428152
0.6,0.5,0.694390737488896,0.496969664624389,1e-05,200,0.0005761087472875916
0.6,0.5,145.245908287933,365.969332802267,1.0,200,711.7319959696661
0.25,-0.3,-8.48877285453340,4.75659620958853,0.05,200,2.0015258903616284
0.25,-0.3,4.91076871241639e-45,-7.49097000976425e-45,0.001,200,5.891837699439422e-45
0.25,-0.3,9.81048901531906e-5,-0.000135880486717560,0.0001,200,6.924662351133155e-06
0.25,-0.3,0.134974934655435,-0.176897804506586,1e-05,200,0.00074035906786194
0.25,-0.3,-394.998461101451,299.793764917971,1.0,200,1011.0096394632892
-3.5,-0.5,-3.36329948225365,3.50302766737057,0.05,200,3.290075971978672
-3.5,-0.5,-2.98485570103948,-6.74382829583226e-42,0.001,200,4.4359651180742855e-42
-3.5,-0.5,-2.98693146478536,-0.0154913739099588,0.0001,200,0.0006446200335440948
-3.5,-0.5,-3.47879845589846,-0.496969664624389,1e-05,200,0.000153988765021377
-3.5,-0.5,-83.8279773994641,-365.969332802267,1.0,200,694.1551801284749
-4.4,4.4,-3.03776593106845,3.03776593106845,0.05,200,4.6681173869495725
-4.4,4.4,-3.97978386030075,3.97978386030075,0.001,200,0.0
-4.4,4.4,-3.98006244154583,3.98006244154583,0.0001,200,1.6144237770836508e-05
-4.4,4.4,-4.28118484561886,4.28118484561886,1e-05,200,0.0009919129170824663
-4.4,4.4,808.689217313379,-808.689217313379,1.0,200,2285.632439342936
0,2.5,0,-5.94474527135049,0.05,200,1.0741584671657858
0,2.5,0,1.98991223370855,0.001,200,0.0
0,2.5,0,1.99281689250925,0.0001,200,0.00011983192846298785
0,2.5,0,2.48485218412777,1e-05,200,0.00010898184889196472
0,2.5,0,-64.6162507092045,1.0,200,94.708834206093
2.5,-4.5,-5.94474527135049,1.59782621397555,0.05,200,3.7836725322273015
2.5,-4.5,1.98991223370855,-3.97978386030075,0.001,200,0.0
2.5,-4.5,1.99281689250925,-3.98141683124519,0.0001,200,0.00013726799025456753
2.5,-4.5,2.48485218412777,-4.47275011124928,1e-05,200,0.00022404330101728648
2.5,-4.5,-64.6162507092045,-890.758920074702,1.0,200,1730.5151223192665
-1.7,-2.3,4.81477064716340,-6.72797407678903,0.05,200,3.522135465270708
-1.7,-2.3,-1.98991223370855,-1.98991223370855,0.001,200,0.0
-1.7,-2.3,-1.98977122480079,-1.99004718945049,0.0001,200,8.047764236718301e-06
-1.7,-2.3,-1.81567730076470,-2.16956169746589,1e-05,200,0.0008030727099883538
-1.7,-2.3,242.847922483101,378.127932002018,1.0,200,980.7343605455728
2.0,-1.8,-4.94319073049085,-7.12645424374382,0.05,200,3.099964815721226
2.0,-1.8,1.98991223370855,-1.98991223370855,0.001,200,0.0
2.0,-1.8,1.98991534938544,-1.98984173098043,0.0001,200,2.909753829317254e-06
2.0,-1.8,1.99447046524131,-1.89290471344347,1e-05,200,0.00035531004790120396
2.0,-1.8,981.276487818833,9.49095768845950,1.0,200,1902.236059751093
3.2,3.8,-2.01562596094805,2.78564528583204,0.05,200,3.484841664881433
3.2,3.8,2.98485570103948,3.97978386030075,0.001,200,0.0
3.2,3.8,2.98493108908802,3.97971184682623,0.0001,200,4.279924312289859e-06
3.2,3.8,3.09167931766205,3.88665950545240,1e-05,200,0.0005251944232996432
3.2,3.8,-175.245004022125,-552.582324243168,1.0,200,1206.191325029605
-1.6,-0.6,7.93136381678840,-6.16078875601521,0.05,200,4.173115489081262
-1.6,-0.6,-1.98991223370855,-0.994958637652335,0.001,200,0.0
-1.6,-0.6,-1.98956734876683,-0.994633604921626,0.0001,200,1.9553533062751225e-05
-1.6,-0.6,-1.68939917102172,-0.694390737488896,1e-05,200,0.0007953195219210698
-1.6,-0.6,-381.965897785330,-145.245908287933,1.0,200,744.8514996658507
