0,1,2,3
0.047941755623688936,0.10014924147109389,0.05632495546419906,0.05941220643554143
0.06569831771576122,0.11127693496788202,0.0728882170294322,0.06676881308369113
0.07927361299723054,0.12494029206829585,0.0869511356938213,0.08789821389917671
0.09431922199399717,0.10002251692277571,0.16350835782933026,0.11672619828698555
0.12272089506103405,0.13547838398552514,0.18167595314370016,0.1387903260399667
0.15011303624574213,0.1627387793250032,0.20186217015966673,0.15657276700714634
0.17829835083405893,0.17280126600235596,0.22429130017740734,0.1748864875935612
0.1973978617338919,0.1962599819094506,0.22094245114686628,0.19760138778806957
0.04521227724989827,0.044890123956103416,0.05455728737743887,0.04945725642272608
0.05191955453458196,0.055681775318677046,0.08448026534570423,0.058749455670395946
0.06835678451703402,0.0740822369439194,0.10213949177534035,0.07754897224085033
0.09271534418271789,0.0563468308062136,0.07398139199994905,0.1292952063814553
0.12236683990174146,0.12475311948463026,0.14483567109383313,0.16693648043376932
0.15524621919305512,0.1596466786181164,0.1993876940815915,0.1774663792714555
0.18744498093698597,0.19333562357470246,0.27164168577041536,0.20403798003410603
0.21429148866680453,0.22987259119240316,0.2686765081509462,0.22259603679568268
0.039001976982060704,0.0381994507600051,0.03768597505850512,0.048667331954111985
0.050031350447388365,0.042500240051028426,0.04518857893268277,0.06084086100974467
0.08388858852856346,0.026306391104362257,0.03143550350149336,0.019278926879267272
0.0,0.0,0.0,0.0
0.08646262199333801,0.08847870035018196,0.09824994893234833,0.09077001451198766
0.15219829707013993,0.10733913030274002,0.12552528009472652,0.22684588738119763
0.2166469520066173,0.24165217794617966,0.3018240953004613,0.2347145597165318
0.23922374952883188,0.2618871516149871,0.3353601058894011,0.2592273745283206
0.029670360183338906,0.0236122137552506,0.023909865908528956,0.03507050306955959
0.035201747475377514,0.026100450239173408,0.027978983415710385,0.038500268836377464
0.0440555613938684,0.029987652283358587,0.02737628133398907,0.03457563668720912
0.006143076749561565,0.019851336940219528,0.02013962429856748,0.02485469883482348
0.06297356195244608,0.03292781679663591,0.041750803946648915,0.04005119041054656
0.0,0.0,0.0,0.0
0.14696805083725897,0.20464084246938163,0.28565486106798754,0.27495757875049137
0.2886043413514907,0.2914967592646774,0.372622339877112,0.29243229566721995
0.023112814929460358,0.005052757342361434,0.0071919714028337006,0.013441556337147848
0.01362420980022564,0.005964779979859226,0.00588830587982275,0.026417388681519185
0.027733509222290224,0.007723687023017449,0.007451282698827513,0.008078807981187092
0.0,0.0,0.0,0.0
0.012958042222146447,0.015282083825825835,0.03517734105119307,0.08491514627521801
0.028759737100175202,0.2559160374978891,0.09703808116143378,0.185566420062227
0.2232785771369714,0.18329925139025816,0.15161511312425152,0.29327209607478244
0.3195200560907717,0.3222667330628068,0.4140248220856797,0.31941203812444824
0.007783065410380137,3.8526611808225e-05,3.859809207368991e-05,0.0017536620637455035
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,4.494199594889445e-05,0.00463493506997977,0.0
0.008761984778142332,7.043185889038861e-06,0.049508537477022094,0.024594340314489038
0.09695689460401832,0.0012963163612163169,0.0006211951399275318,0.05270728096012224
0.0,0.0,0.0,0.0
0.2642561521122612,0.306477281968701,0.4622743343928739,0.3712991995072036
0.0004315376083547512,4.5253419801825435e-08,8.915619378446149e-06,1.1191195658080708e-05
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.930899134462609e-06
0.0,0.0,0.0,0.0
0.003440315620967285,0.0,0.0,0.0048889514760081815
0.0,0.0,0.0,0.0
0.3514214963038042,0.43240214095152535,0.5713933045869444,0.4168296338660958
2.7888809792936837e-10,4.677470289421332e-12,1.7017408673305968e-06,9.434555751700134e-07
0.0,1.3702949976793405e-10,2.084855441658033e-14,1.3336586378443088e-10
2.3165060462867034e-13,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.114271150225434e-05
5.291778061955727e-06,0.0,0.0,0.0
0.0,0.0,0.0,0.0
