,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.984242424242424,0.015139389087026407,0.9826666666666667,0.016653327995729057,0.9826666666666667,0.016653327995729057,0.9826232247284878,0.016695065659878796
