,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.976853146853147,0.02540611828221989,0.9733333333333334,0.03091206165165234,0.9733333333333334,0.030912061651652348,0.9730697374296783,0.031467822254759116
