,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9773737373737375,0.01831154617151461,0.9755555555555558,0.019116278371205834,0.9755555555555558,0.019116278371205848,0.9755054302422724,0.01913961573484113
