,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9787101787101787,0.020759739191355746,0.9755555555555558,0.025724082006200497,0.9755555555555558,0.025724082006200497,0.9753575470361041,0.026192110174496866
