,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9787878787878788,0.013886593015017686,0.9766666666666667,0.015275252316519463,0.9766666666666667,0.015275252316519463,0.9766081871345029,0.015313536156911773
