,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9818181818181819,0.014845392380504096,0.98,0.01632993161855452,0.98,0.01632993161855452,0.9799498746867168,0.01637085876546823
