,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.993939393939394,0.01212121212121211,0.9933333333333334,0.01333333333333333,0.9933333333333334,0.01333333333333333,0.9933166248955722,0.013366750208855516
