,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9757575757575758,0.01212121212121211,0.9733333333333334,0.01333333333333333,0.9733333333333334,0.01333333333333333,0.973266499582289,0.013366750208855494
