,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.7409908293460924,0.40992054047109927,0.7483333333333333,0.395035160179164,0.7483333333333333,0.395035160179164,0.7423471254200408,0.4045595235695258
