,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9757389277389278,0.027764413670579458,0.9720000000000002,0.03357247549870445,0.9720000000000002,0.03357247549870446,0.9716970516658228,0.03417188096684388
