,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9878787878787878,0.014845392380504098,0.9866666666666667,0.01632993161855452,0.9866666666666667,0.01632993161855452,0.9866332497911445,0.016370858765468232
