,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9858585858585859,0.01511780762332904,0.9844444444444446,0.016629588385661958,0.9844444444444446,0.016629588385661958,0.9844054580896685,0.016671266552042107
