,precision_cv_mean,precision_cv_std,accuracy_cv_mean,accuracy_cv_std,recall_cv_mean,recall_cv_std,f1_cv_mean,f1_cv_std
0,0.9848484848484848,0.01515151515151514,0.9833333333333334,0.016666666666666663,0.9833333333333334,0.016666666666666663,0.9832915622389305,0.01670843776106938
